売上№,売上日,行№,品名,単位,数量,単価,金額,備考
88653,2021/5/14,3,〃　　　(防火対象物点検)                ,式　,1,48000 ,48000 ,〃
88654,2021/5/31,1,消防設備保守点検                        ,　　,      ,         ,          ,
88654,2021/5/31,2,㈱AGARA食品製造工場（総合点検）         ,式　,1,20000 ,20000 ,5月7日
88654,2021/5/31,3,和歌山日産自動車㈱有田店（機器点検）    ,式　,1,7500 ,7500 ,〃
88654,2021/5/31,4,サンレックス（機器点検）                ,式　,1,70000 ,70000 ,5月10日
88654,2021/5/31,5,四郷地域交流センター（総合点検）        ,式　,1,20000 ,20000 ,5月18日
88654,2021/5/31,6,笠田東児童館（総合点検）                ,式　,1,8000 ,8000 ,〃
88654,2021/5/31,7,〃　　　（防火対象物点検）              ,式　,1,18000 ,18000 ,〃
88654,2021/5/31,8,笠田公民館佐野分館（総合点検）          ,式　,1,9000 ,9000 ,〃
88654,2021/5/31,9,〃　　　（防火対象物点検）              ,式　,1,20000 ,20000 ,〃
88654,2021/5/31,10,エバグリーン有田店（機器点検）          ,式　,1,24000 ,24000 ,5月21日
88654,2021/5/31,11,スーパーエバグリーン四箇郷店（機器点検）,式　,1,24000 ,24000 ,5月24日
88654,2021/5/31,12,和歌山県農業共済組合北部支店(機器点検)  ,式　,1,9000 ,9000 ,5月25日
88654,2021/5/31,13,かつらぎ町立四邑公民館（機器点検）      ,式　,1,15000 ,15000 ,〃
88655,2021/5/17,1,京橋別館2棟外2ヶ所防火ﾀﾞﾝﾊﾟｰ動作不良修繕,式　,1,80000 ,80000 ,5/12・5/17
88663,2021/5/31,1,㈱アイセン　赤坂工場様                  ,　　,      ,         ,          ,
88663,2021/5/31,2,給水加圧ポンプ取替工事                  ,式　,1,224000 ,224000 ,
88666,2021/5/31,1,㈱アイセン　赤坂工場様                  ,　　,      ,         ,          ,
88666,2021/5/31,2,ロータンクボールタップ                  ,　　,      ,         ,          ,
88666,2021/5/31,3,ボールタップ                            ,台　,1,6500 ,6500 ,
88666,2021/5/31,4,フロートバルブ                          ,台　,1,790 ,790 ,
88666,2021/5/31,5,パッキン                                ,式　,1,320 ,320 ,
88666,2021/5/31,6,取替費                                  ,式　,1,12600 ,12600 ,
88666,2021/5/31,7,諸経費                                  ,式　,1,2790 ,2790 ,
88668,2021/6/9,1,NEXT扇町店                              ,　　,      ,         ,          ,
88668,2021/6/9,2,自動火災報知設備工事                    ,式　,1,687500 ,687500 ,6/4消検
88669,2021/6/9,1,貝塚市南町グループホーム新築工事        ,　　,      ,         ,          ,
88669,2021/6/9,2,消防設備工事                            ,式　,1,1535000 ,1535000 ,6/8消検
88670,2021/5/31,1,ユニゾ人形町３丁目ビル                  ,　　,      ,         ,          ,
88670,2021/5/31,2,消防設備保守点検(機器点検）             ,式　,1,83000 ,83000 ,
88671,2021/6/15,1,千日前テナントビル                      ,　　,      ,         ,          ,
88671,2021/6/15,2,消防手続及び消火器納品                  ,式　,1,68000 ,68000 ,
88673,2021/6/15,1,家電住まいるYAMADA熊本春日店            ,　　,      ,         ,          ,
88673,2021/6/15,2,消防設備工事                            ,式　,1,14000000 ,14000000 ,5/20消検
88675,2021/6/15,1,テックランド高知店                      ,　　,      ,         ,          ,
88675,2021/6/15,2,電気設備工事(交通費及び宿泊費含む)      ,式　,1,100000 ,100000 ,
88675,2021/6/15,3,                                        ,　　,      ,         ,          ,
88675,2021/6/15,4,トイレブース工事                        ,　　,      ,         ,          ,
88675,2021/6/15,5,タイル工事(3箇所･パサ仕様/材工共)       ,式　,1,69000 ,69000 ,
88675,2021/6/15,6,ブース建具入れ替え(2箇所)               ,式　,1,44000 ,44000 ,
88675,2021/6/15,7,表示付きスライドラッチ                  ,個　,3,3500 ,10500 ,
88675,2021/6/15,8,消耗品                                  ,式　,1,3400 ,3400 ,
88675,2021/6/15,9,交通費(片道ガソリン代込￥15000)         ,台　,2,30000 ,60000 ,
88677,2021/6/20,1,消防設備保守点検                        ,　　,      ,         ,          ,
88677,2021/6/20,2,シャーメゾンオーキッド                  ,式　,1,770 ,770 ,
88677,2021/6/20,3,メゾンクレール                          ,式　,1,495 ,495 ,
88677,2021/6/20,4,フォーレスロ―カット                    ,式　,1,1320 ,1320 ,
88677,2021/6/20,5,シャーメゾン府中                        ,式　,1,495 ,495 ,
88677,2021/6/20,6,ヴィオス神前                            ,式　,1,495 ,495 ,
88677,2021/6/20,7,ヴィオトープ                            ,式　,1,770 ,770 ,
88677,2021/6/20,8,ジュリアード松江                        ,式　,1,770 ,770 ,
88677,2021/6/20,9,シャーメゾンうの                        ,式　,1,495 ,495 ,
88677,2021/6/20,10,シャーメゾン広川                        ,式　,1,495 ,495 ,
88677,2021/6/20,11,メゾン・ルテシィアⅡ                    ,式　,1,495 ,495 ,
88677,2021/6/20,12,シャーメゾン岩出                        ,式　,1,704 ,704 ,
88677,2021/6/20,13,シャーメゾン黒江                        ,式　,1,495 ,495 ,
88677,2021/6/20,14,シャーメゾン野田                        ,式　,1,737 ,737 ,
88677,2021/6/20,15,フロントパディーⅡ                      ,式　,1,737 ,737 ,
88677,2021/6/20,16,シャーメゾン名高                        ,式　,1,2068 ,2068 ,
88677,2021/6/20,17,シャーメゾン尾崎                        ,式　,1,1485 ,1485 ,
88677,2021/6/20,18,シャーメゾン有田                        ,式　,1,825 ,825 ,
88677,2021/6/20,19,シャーメゾン中島                        ,式　,1,770 ,770 ,
88677,2021/6/20,20,グリーンルーフ                          ,式　,1,660 ,660 ,
88677,2021/6/20,21,グリーンルーフ                          ,式　,1,660 ,660 ,
88677,2021/6/20,22,シャーメゾン砂山南                      ,式　,1,5907 ,5907 ,
88677,2021/6/20,23,べレオＫ                                ,式　,1,2068 ,2068 ,
88677,2021/6/20,24,べレオ太田                              ,式　,1,2068 ,2068 ,
88677,2021/6/20,25,シャーメゾンｂｒｉｌｌｉａｎｔ          ,式　,1,770 ,770 ,
88677,2021/6/20,26,べレオ新通                              ,式　,1,2068 ,2068 ,
88677,2021/6/20,27,アメニティ太田                          ,式　,1,770 ,770 ,
88677,2021/6/20,28,べレオ堀止西                            ,式　,1,2068 ,2068 ,
88677,2021/6/20,29,ヴィレッジ三年坂                        ,式　,1,4136 ,4136 ,
88677,2021/6/20,30,ベレオ西浜ハーモニーガーデン            ,式　,1,3102 ,3102 ,
88677,2021/6/20,31,ディアス妙寺                            ,式　,1,693 ,693 ,
88677,2021/6/20,32,グリーンルーフ妙寺                      ,式　,1,990 ,990 ,
88677,2021/6/20,33,ベレオ園部                              ,式　,1,3102 ,3102 ,
88677,2021/6/20,34,ガーデンハイツⅡ                        ,式　,1,770 ,770 ,
88677,2021/6/20,35,コラール堀止                            ,式　,1,770 ,770 ,
88677,2021/6/20,36,シャーメゾン葵                          ,式　,1,495 ,495 ,
88677,2021/6/20,37,ベルデ堀口                              ,式　,1,2068 ,2068 ,
88677,2021/6/20,38,シャーメゾンＷＩＬＬ                    ,式　,1,770 ,770 ,
88677,2021/6/20,39,ＳｈａＭａｉｓｏｎ　ＮＡ                ,式　,1,770 ,770 ,
88677,2021/6/20,40,ベレオＢｒｉｌｌｉａｎｔ                ,式　,1,1650 ,1650 ,
88677,2021/6/20,41,ベレオ紀三井寺                          ,式　,1,1100 ,1100 ,
88677,2021/6/20,42,ベレオけやき                            ,式　,1,4136 ,4136 ,
88677,2021/6/20,43,シャーメゾン松江北                      ,式　,1,495 ,495 ,
88677,2021/6/20,44,ベレオコスモ                            ,式　,1,1650 ,1650 ,
88677,2021/6/20,45,シャーメゾンＬａＬａ                    ,式　,1,770 ,770 ,
88677,2021/6/20,46,ベレオ小堀                              ,式　,1,4136 ,4136 ,
88677,2021/6/20,47,ベレオ寺町通り                          ,式　,1,3102 ,3102 ,
88677,2021/6/20,48,メゾンド・ベレオ                        ,式　,1,1650 ,1650 ,
88677,2021/6/20,49,シャーメゾン宝亀                        ,式　,1,3454 ,3454 ,
88677,2021/6/20,50,ベレオ小野町                            ,式　,1,2068 ,2068 ,
88677,2021/6/20,51,シャーメゾン彩花                        ,式　,1,990 ,990 ,
88677,2021/6/20,52,ベレオ広瀬                              ,式　,1,5907 ,5907 ,
88677,2021/6/20,53,Ｔｏｕｒｎｅｓｏｌ                      ,式　,1,4136 ,4136 ,
88677,2021/6/20,54,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ          ,式　,1,495 ,495 ,
88677,2021/6/20,55,ディアス松野                            ,式　,1,1045 ,1045 ,
88677,2021/6/20,56,プロヌーブ今福                          ,式　,1,990 ,990 ,
88677,2021/6/20,57,ベレオ黒田ＳＯＵＴＨ                    ,式　,1,990 ,990 ,
88677,2021/6/20,58,Ｆｅｌｉｃａ紀三井寺                    ,式　,1,770 ,770 ,
88677,2021/6/20,59,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ            ,式　,1,1595 ,1595 ,
88677,2021/6/20,60,シャーメゾン茶屋ノ丁                    ,式　,1,495 ,495 ,
88677,2021/6/20,61,ベレオくすのき                          ,式　,1,4136 ,4136 ,
88677,2021/6/20,62,ＢＥＲＥＯ　Ｒｉａｎ                    ,式　,1,3102 ,3102 ,
88677,2021/6/20,63,フレグランス船所                        ,式　,1,1166 ,1166 ,
88677,2021/6/20,64,フレグランス船所Ⅱ                      ,式　,1,1320 ,1320 ,
88677,2021/6/20,65,メゾンドソレイユ                        ,式　,1,245 ,245 ,
88677,2021/6/20,66,シャーメゾンガーデンズ紀三井寺          ,式　,1,770 ,770 ,
88677,2021/6/20,67,シャーメゾン幡川                        ,式　,1,990 ,990 ,
88677,2021/6/20,68,ロイヤルヒルズ三番丁                    ,式　,1,1650 ,1650 ,
88677,2021/6/20,69,シャーメゾン秋月の杜                    ,式　,1,770 ,770 ,
88677,2021/6/20,70,ブランシェ堀止                          ,式　,1,495 ,495 ,
88677,2021/6/20,71,ベレオクシモト                          ,式　,1,4092 ,4092 ,
88677,2021/6/20,72,ベレオグルース西紺屋                    ,式　,1,1595 ,1595 ,
88677,2021/6/20,73,プロヌーブ下津野                        ,式　,1,990 ,990 ,
88677,2021/6/20,74,リヴェール　ヒデ                        ,式　,1,770 ,770 ,
88677,2021/6/20,75,シャーメゾンＭＩＳＡ                    ,式　,1,660 ,660 ,
88677,2021/6/20,76,ディアス松島                            ,式　,1,517 ,517 ,
88677,2021/6/20,77,Ｂｅｒｅｏ　宙                          ,式　,1,1518 ,1518 ,
88677,2021/6/20,78,ベレオ金龍寺丁                          ,式　,1,1650 ,1650 ,
88677,2021/6/20,79,ベレオ宮北                              ,式　,1,1320 ,1320 ,
88677,2021/6/20,80,タウニィ酒井                            ,式　,1,693 ,693 ,
88677,2021/6/20,81,タウニィ寿里                            ,式　,1,1320 ,1320 ,
88677,2021/6/20,82,フォーブル木ノ本                        ,式　,1,1166 ,1166 ,
88677,2021/6/20,83,ラベニュー城山                          ,式　,1,770 ,770 ,
88677,2021/6/20,84,フレグランス吹上                        ,式　,1,495 ,495 ,
88677,2021/6/20,85,ラベニュー岩橋                          ,式　,1,1166 ,1166 ,
88677,2021/6/20,86,タウニィ山村                            ,式　,1,770 ,770 ,
88677,2021/6/20,87,ラベニュー谷口                          ,式　,1,1320 ,1320 ,
88677,2021/6/20,88,フレグランス畑屋敷                      ,式　,1,495 ,495 ,
88677,2021/6/20,89,フォーブル苗代                          ,式　,1,693 ,693 ,
88677,2021/6/20,90,フォーブル若葉                          ,式　,1,770 ,770 ,
88677,2021/6/20,91,フォーブル松見                          ,式　,1,1320 ,1320 ,
88677,2021/6/20,92,ラベニューコスモ                        ,式　,1,770 ,770 ,
88677,2021/6/20,93,タウニィ紀ノ川                          ,式　,1,693 ,693 ,
88677,2021/6/20,94,タウニィ料理松                          ,式　,1,1122 ,1122 ,
88677,2021/6/20,95,タウニィ清水                            ,式　,1,770 ,770 ,
88677,2021/6/20,96,タウニィ浜代                            ,式　,1,968 ,968 ,
88677,2021/6/20,97,タウニィ浜代２                          ,式　,1,693 ,693 ,
88677,2021/6/20,98,フォーブルさち                          ,式　,1,1397 ,1397 ,
88677,2021/6/20,99,タウニィ美園                            ,式　,1,693 ,693 ,
88677,2021/6/20,100,フレグランス松江                        ,式　,1,495 ,495 ,
88677,2021/6/20,101,セキワガーデンハウス春日                ,式　,1,968 ,968 ,
88677,2021/6/20,102,ラベニュー根来                          ,式　,1,693 ,693 ,
88677,2021/6/20,103,シローズフレグランス                    ,式　,1,770 ,770 ,
88677,2021/6/20,104,ドミールクルス                          ,式　,1,1320 ,1320 ,
88677,2021/6/20,105,グリーンビレッジ２１                    ,式　,1,2145 ,2145 ,
88677,2021/6/20,106,サニーハイツひまわり                    ,式　,1,1320 ,1320 ,
88677,2021/6/20,107,パールハイツ有田                        ,式　,1,968 ,968 ,
88677,2021/6/20,108,フレグランス小林                        ,式　,1,495 ,495 ,
88677,2021/6/20,109,フレグランス延時                        ,式　,1,495 ,495 ,
88677,2021/6/20,110,フレグランス畑毛                        ,式　,1,1320 ,1320 ,
88677,2021/6/20,111,フレグランス藤井                        ,式　,1,770 ,770 ,
88677,2021/6/20,112,フレグランス山崎                        ,式　,1,1166 ,1166 ,
88677,2021/6/20,113,フレグランス森澤                        ,式　,1,1320 ,1320 ,
88677,2021/6/20,114,フレグランス中松江                      ,式　,1,693 ,693 ,
88677,2021/6/20,115,ガーデンハイツ箕島                      ,式　,1,693 ,693 ,
88677,2021/6/20,116,アドザックス吉田                        ,式　,1,495 ,495 ,
88677,2021/6/20,117,石津ハイツ                              ,式　,1,1045 ,1045 ,
88677,2021/6/20,118,フォーブル石野                          ,式　,1,770 ,770 ,
88677,2021/6/20,119,フレグランス翠                          ,式　,1,2354 ,2354 ,
88677,2021/6/20,120,アドザックス吉田Ｂ棟                    ,式　,1,495 ,495 ,
88677,2021/6/20,121,マリポーサ前田                          ,式　,1,495 ,495 ,
88677,2021/6/20,122,フレグランス巴                          ,式　,1,1485 ,1485 ,
88677,2021/6/20,123,フレグランス堀止                        ,式　,1,495 ,495 ,
88677,2021/6/20,124,フレグランス六十谷                      ,式　,1,770 ,770 ,
88677,2021/6/20,125,フレグランス木ノ本                      ,式　,1,495 ,495 ,
88677,2021/6/20,126,フレグランス今吉                        ,式　,1,1166 ,1166 ,
88677,2021/6/20,127,フレグランス矢野                        ,式　,1,1045 ,1045 ,
88677,2021/6/20,128,フレグランス平田                        ,式　,1,495 ,495 ,
88677,2021/6/20,129,フレグランス築港                        ,式　,1,495 ,495 ,
88677,2021/6/20,130,フレグランス松ヶ丘                      ,式　,1,495 ,495 ,
88677,2021/6/20,131,フレグランス秋桜                        ,式　,1,495 ,495 ,
88677,2021/6/20,132,フレグランス雑賀                        ,式　,1,968 ,968 ,
88677,2021/6/20,133,フレグランスロゼ                        ,式　,1,2134 ,2134 ,
88677,2021/6/20,134,グラン・ファーム                        ,式　,1,1166 ,1166 ,
88677,2021/6/20,135,フレグランス栄                          ,式　,1,1045 ,1045 ,
88677,2021/6/20,136,Ｃｉｔｙ　Ｋｉｎｏｍｏｔｏ              ,式　,1,968 ,968 ,
88677,2021/6/20,137,フレグランスせせらぎ                    ,式　,1,495 ,495 ,
88677,2021/6/20,138,フレグランスＡＫＩＨＯ                  ,式　,1,968 ,968 ,
88677,2021/6/20,139,フレグランスさつき                      ,式　,1,770 ,770 ,
88677,2021/6/20,140,ガーデンハイツ小二里                    ,式　,1,1320 ,1320 ,
88677,2021/6/20,141,フレグランス桜ヶ丘                      ,式　,1,495 ,495 ,
88677,2021/6/20,142,ガーデンハイツ小二里２                  ,式　,1,495 ,495 ,
88677,2021/6/20,143,ディアスワーブラー                      ,式　,1,770 ,770 ,
88677,2021/6/20,144,フレグランス藤井Ⅱ                      ,式　,1,693 ,693 ,
88677,2021/6/20,145,フレグランスフクイ                      ,式　,1,968 ,968 ,
88677,2021/6/20,146,ディアス栄谷                            ,式　,1,495 ,495 ,
88677,2021/6/20,147,ディアスかもと                          ,式　,1,968 ,968 ,
88677,2021/6/20,148,ベルメゾン                              ,式　,1,1320 ,1320 ,
88677,2021/6/20,149,フレグランス竹中                        ,式　,1,495 ,495 ,
88677,2021/6/20,150,ディアス松ヶ丘                          ,式　,1,495 ,495 ,
88677,2021/6/20,151,ディアス北村                            ,式　,1,1122 ,1122 ,
88677,2021/6/20,152,ディアスミレット                        ,式　,1,1320 ,1320 ,
88677,2021/6/20,153,ディアスＭ                              ,式　,1,1958 ,1958 ,
88677,2021/6/20,154,フォーブル松南                          ,式　,1,495 ,495 ,
88677,2021/6/20,155,ウェストヒルズ                          ,式　,1,1320 ,1320 ,
88677,2021/6/20,156,フレグランス布施屋                      ,式　,1,770 ,770 ,
88677,2021/6/20,157,ディアス小雑賀                          ,式　,1,847 ,847 ,
88677,2021/6/20,158,ラ・サルデーヌ                          ,式　,1,3234 ,3234 ,
88677,2021/6/20,159,ディアス黒江                            ,式　,1,1320 ,1320 ,
88677,2021/6/20,160,ディアス藤本                            ,式　,1,495 ,495 ,
88677,2021/6/20,161,ディアス藤本Ⅱ                          ,式　,1,495 ,495 ,
88677,2021/6/20,162,ディアスウチタ                          ,式　,1,495 ,495 ,
88677,2021/6/20,163,フレグランスうの                        ,式　,1,1315 ,1315 ,
88677,2021/6/20,164,フレグランスⅠ                          ,式　,1,770 ,770 ,
88677,2021/6/20,165,ディアス寿里                            ,式　,1,1397 ,1397 ,
88677,2021/6/20,166,フレグランス宮原                        ,式　,1,968 ,968 ,
88677,2021/6/20,167,ディアスミニ                            ,式　,1,495 ,495 ,
88677,2021/6/20,168,ディアス一本松                          ,式　,1,2376 ,2376 ,
88677,2021/6/20,169,ディアス城山                            ,式　,1,770 ,770 ,
88677,2021/6/20,170,フレグランス池尻                        ,式　,1,495 ,495 ,
88677,2021/6/20,171,フレグランス大宮                        ,式　,1,693 ,693 ,
88677,2021/6/20,172,楠見中ディアス                          ,式　,1,968 ,968 ,
88677,2021/6/20,173,セフィラ　プラッツ                      ,式　,1,770 ,770 ,
88677,2021/6/20,174,ハイツ楠                                ,式　,1,495 ,495 ,
88677,2021/6/20,175,サニーコート                            ,式　,1,1430 ,1430 ,
88677,2021/6/20,176,フォーレスうえだ                        ,式　,1,1694 ,1694 ,
88677,2021/6/20,177,ハイツ萩                                ,式　,1,693 ,693 ,
88677,2021/6/20,178,フォーレス有本                          ,式　,1,1045 ,1045 ,
88677,2021/6/20,179,楠見中ディアスⅡ                        ,式　,1,495 ,495 ,
88677,2021/6/20,180,ハイツ森                                ,式　,1,1045 ,1045 ,
88677,2021/6/20,181,フォーレス花野                          ,式　,1,1166 ,1166 ,
88677,2021/6/20,182,フレグランス小雑賀                      ,式　,1,770 ,770 ,
88677,2021/6/20,183,グリーンルーフ塩屋                      ,式　,1,495 ,495 ,
88677,2021/6/20,184,フレグランス南紀の台                    ,式　,1,990 ,990 ,
88677,2021/6/20,185,グリーンルーフＣｏｃｃｏ                ,式　,1,495 ,495 ,
88677,2021/6/20,186,ハイツ楠Ⅱ                              ,式　,1,495 ,495 ,
88677,2021/6/20,187,シャーメゾン山中                        ,式　,1,495 ,495 ,
88677,2021/6/20,188,シャーメゾン高松                        ,式　,1,770 ,770 ,
88677,2021/6/20,189,メゾン雑賀                              ,式　,1,495 ,495 ,
88677,2021/6/20,190,グリーンルーフのうがわ                  ,式　,1,968 ,968 ,
88677,2021/6/20,191,ドエルＫ                                ,式　,1,495 ,495 ,
88677,2021/6/20,192,シャーメゾン山崎                        ,式　,1,1320 ,1320 ,
88677,2021/6/20,193,シャーメゾン新堂                        ,式　,1,1870 ,1870 ,
88677,2021/6/20,194,シャーメゾン小雑賀                      ,式　,1,1045 ,1045 ,
88677,2021/6/20,195,エクセレンス六十谷                      ,式　,1,770 ,770 ,
88677,2021/6/20,196,シャーメゾンＨＡＭＡＩＣＨＩ            ,式　,1,990 ,990 ,
88677,2021/6/20,197,シャーメゾン打田                        ,式　,1,1045 ,1045 ,
88677,2021/6/20,198,シャーメゾン堀口                        ,式　,1,1320 ,1320 ,
88677,2021/6/20,199,シャーメゾン新堂Ⅱ                      ,式　,1,1045 ,1045 ,
88677,2021/6/20,200,シャーメゾンキタグチ                    ,式　,1,495 ,495 ,
88677,2021/6/20,201,セファミ荊本                            ,式　,1,1045 ,1045 ,
88677,2021/6/20,202,フォーレスＩ＆Ｎ                        ,式　,1,495 ,495 ,
88677,2021/6/20,203,シャーメゾンＭ                          ,式　,1,495 ,495 ,
88677,2021/6/20,204,ヴィンヤードハウスⅢ                    ,式　,1,495 ,495 ,
88677,2021/6/20,205,エクセレンス六十谷Ⅱ                    ,式　,1,770 ,770 ,
88677,2021/6/20,206,ガーデンハイツ湯浅                      ,式　,1,770 ,770 ,
88677,2021/6/20,207,ルミエール湊                            ,式　,1,770 ,770 ,
88677,2021/6/20,208,シャーメゾン紀峰                        ,式　,1,770 ,770 ,
88677,2021/6/20,209,グランメール福島                        ,式　,1,770 ,770 ,
88677,2021/6/20,210,パールハイツ箕島                        ,式　,1,693 ,693 ,
88677,2021/6/20,211,ワイズヴィラ                            ,式　,1,550 ,550 ,
88677,2021/6/20,212,フォーレス・ノベル                      ,式　,1,770 ,770 ,
88677,2021/6/20,213,藤栄ハイツ                              ,式　,1,693 ,693 ,
88677,2021/6/20,214,ラ・サルデーヌⅡ                        ,式　,1,495 ,495 ,
88677,2021/6/20,215,メゾン・ルテシィア                      ,式　,1,495 ,495 ,
88677,2021/6/20,216,シャーメゾン下津                        ,式　,1,693 ,693 ,
88677,2021/6/20,217,シャーメゾンくすの木                    ,式　,1,1980 ,1980 ,
88677,2021/6/20,218,シャーメゾン笠松                        ,式　,1,770 ,770 ,
88677,2021/6/20,219,パークハイツ                            ,式　,1,495 ,495 ,
88677,2021/6/20,220,サニーハイツ向島                        ,式　,1,495 ,495 ,
88677,2021/6/20,221,リバーサイド湯浅                        ,式　,1,770 ,770 ,
88677,2021/6/20,222,ラガール湯浅                            ,式　,1,495 ,495 ,
88677,2021/6/20,223,五月ハイツ                              ,式　,1,1386 ,1386 ,
88677,2021/6/20,224,アン・セリジェ                          ,式　,1,770 ,770 ,
88677,2021/6/20,225,ブランシェ前田                          ,式　,1,770 ,770 ,
88677,2021/6/20,226,シャーメゾン青木                        ,式　,1,770 ,770 ,
88677,2021/6/20,227,フォーナス                              ,式　,1,968 ,968 ,
88677,2021/6/20,228,パレスデュオ・照（テラス）              ,式　,1,770 ,770 ,
88677,2021/6/20,229,シャーメゾンハーヴェスト                ,式　,1,770 ,770 ,
88677,2021/6/20,230,クレール松ヶ丘                          ,式　,1,495 ,495 ,
88677,2021/6/20,231,クレール                                ,式　,1,770 ,770 ,
88677,2021/6/20,232,アン・セリジェ　Ⅱ                      ,式　,1,495 ,495 ,
88677,2021/6/20,233,フレグランス二里ヶ浜                    ,式　,1,770 ,770 ,
88677,2021/6/20,234,アベニール                              ,式　,1,770 ,770 ,
88677,2021/6/20,235,ディアス赤坂                            ,式　,1,770 ,770 ,
88677,2021/6/20,236,カサ・フィオーレＦＧ                    ,式　,1,770 ,770 ,
88677,2021/6/20,237,シャーメゾン安上                        ,式　,1,968 ,968 ,
88677,2021/6/20,238,フローラ                                ,式　,1,770 ,770 ,
88677,2021/6/20,239,ワイズコート                            ,式　,1,495 ,495 ,
88677,2021/6/20,240,シャーメゾン西高松                      ,式　,1,495 ,495 ,
88677,2021/6/20,241,シャーメゾン木ノ本                      ,式　,1,693 ,693 ,
88677,2021/6/20,242,ブランシェＳ                            ,式　,1,693 ,693 ,
88677,2021/6/20,243,ディアスＡＫＩＨＯ                      ,式　,1,693 ,693 ,
88677,2021/6/20,244,シャンブルＭ                            ,式　,1,968 ,968 ,
88677,2021/6/20,245,シャーメゾン幸輝                        ,式　,1,1166 ,1166 ,
88677,2021/6/20,246,ボナール千且                            ,式　,1,770 ,770 ,
88677,2021/6/20,247,イマージュ浜の宮                        ,式　,1,495 ,495 ,
88677,2021/6/20,248,ヴィラ天神崎                            ,式　,1,935 ,935 ,
88677,2021/6/20,249,シャーメゾンフクイ                      ,式　,1,495 ,495 ,
88677,2021/6/20,250,アヴェンヌ太田                          ,式　,1,1122 ,1122 ,
88677,2021/6/20,251,メゾネット松島                          ,式　,1,495 ,495 ,
88677,2021/6/20,252,シャーメゾン今福                        ,式　,1,495 ,495 ,
88677,2021/6/20,253,イマージュ浜の宮Ⅱ                      ,式　,1,693 ,693 ,
88677,2021/6/20,254,シャーメゾン元町奉行                    ,式　,1,220 ,220 ,
88677,2021/6/20,255,シャーメゾン松ヶ丘                      ,式　,1,220 ,220 ,
88677,2021/6/20,256,シャーメゾン西浜Ａ                      ,式　,1,693 ,693 ,
88677,2021/6/20,257,和歌浦ガーデンテラス                    ,式　,1,1320 ,1320 ,
88677,2021/6/20,258,シャーメゾン彩都Ａ                      ,式　,1,693 ,693 ,
88677,2021/6/20,259,シャーメゾンロイヤルヒルズⅠ            ,式　,1,495 ,495 ,
88677,2021/6/20,260,シャーメゾン下津野                      ,式　,1,1166 ,1166 ,
88678,2021/6/16,1,ｻｰﾋﾞｽ付き高齢者向け住宅あしあとゆるり   ,　　,      ,         ,          ,
88678,2021/6/16,2,自動火災報知設備工事                    ,式　,1,1100000 ,1100000 ,6/16消検
88678,2021/6/16,3,スプリンクラー設備工事                  ,式　,1,3350000 ,3350000 ,〃
88678,2021/6/16,4,消防手続立会試験費及び消火器            ,式　,1,50000 ,50000 ,〃
88679,2021/6/20,1,恵光院                                  ,　　,      ,         ,          ,
88679,2021/6/20,2,消防設備保守点検（総合点検）            ,式　,1,270000 ,270000 ,3/1・3/2
88679,2021/6/20,3,建築設備検査及び防火設備検査            ,式　,1,200000 ,200000 ,3/2・4/8
88681,2021/5/21,1,福島第3マンション　105号室              ,　　,      ,         ,          ,
88681,2021/5/21,2,住警器(取付費込)                        ,台　,1,3000 ,3000 ,5月21日
88682,2021/5/22,1,ディアス川畑                            ,　　,      ,         ,          ,
88682,2021/5/22,2,消火器4型                               ,本　,2,4500 ,9000 ,5月22日
88682,2021/5/22,3,消火器処分費                            ,本　,2,1000 ,2000 ,〃
88682,2021/5/22,4,避難はしご表示板(使用法)                ,枚　,1,1200 ,1200 ,〃
88682,2021/5/22,5,取付費                                  ,式　,1,300 ,300 ,〃
88682,2021/5/22,6,出張費                                  ,式　,1,1500 ,1500 ,〃
88682,2021/5/22,7,避難はしご撤去費(3台)                   ,式　,1,9000 ,9000 ,〃
88682,2021/5/22,8,廃材処分費                              ,式　,1,3000 ,3000 ,〃
88683,2021/5/26,1,ロイヤルコーポ前田　304号室             ,　　,      ,         ,          ,
88683,2021/5/26,2,住警器(取付費込)                        ,台　,2,3000 ,6000 ,5月26日
88684,2021/5/31,1,グリーンフル夏目　205号室               ,　　,      ,         ,          ,
88684,2021/5/31,2,住警器(取付費込)                        ,台　,1,3000 ,3000 ,5月31日
88685,2021/6/20,1,三菱電機　消防設備保守点検（総合点検）  ,　　,      ,         ,          ,
88685,2021/6/20,2,見積番号：358　所内消防設備保守点検     ,式　,1,1150000 ,1150000 ,4/29～5/1
88685,2021/6/20,3,見積番号：360　くろしお倶楽部消防設備保 ,式　,1,18000 ,18000 ,4月29日
88685,2021/6/20,4,見積番号：368　体育館消防設備保守点検   ,式　,1,20000 ,20000 ,5月17日
88686,2021/6/9,1,白元アース                              ,　　,      ,         ,          ,
88686,2021/6/9,2,消防設備保守点検に伴う不備改修工事      ,式　,1,430000 ,430000 ,6月9日
88687,2021/6/20,1,消防設備保守点検                        ,　　,      ,         ,          ,
88687,2021/6/20,2,ウィット紀三井寺（総合点検）            ,式　,1,4800 ,4800 ,2月8日
88687,2021/6/20,3,メゾンベルエール鷹匠（総合点検）        ,式　,1,5600 ,5600 ,4月5日
88687,2021/6/20,4,リバーサイド中井（総合点検）            ,式　,1,25600 ,25600 ,4月24日
