ｺｰﾄﾞ,,カナ名,〒,,TEL,FAX,取引先締日=締め日,必着日,取引先入金日＝入金日,回収方法,様,相手先担当１＝担当,連絡先１＝担当連絡先,請求先ｺｰﾄﾞ
603,株式会社ベースオントップ            ,ﾍﾞｰｽｵﾝﾄｯ,542-0081,大阪市中央区南船場4-11-20_心斎橋アルテビル５階,06-6251-4131   ,06-6120-0105   ,20,,10,1,2,　　　　　　,               ,
604,有限会社和歌山乾物                  ,ﾜｶﾔﾏｶﾝﾌﾞ,        ,和歌山県和歌山市築港２丁目１１-1,073-432-2313   ,               ,31,,10,1,2,　　　　　　,               ,
605,有限会社　ヒダカ技研                ,ﾋﾀﾞｶｷﾞｹﾝ,783-0042,高知県南国市岡豊町蒲原５８７－２６１,088-846-5757   ,               ,20,,10,1,2,　　　　　　,               ,
606,梶建                                ,ｶｼﾞｹﾝ   ,590-0522,泉南市信達牧野1017,072-480-1212   ,072-480-1213   ,20,,10,1,2,梶本社長　　,090-1904-3855  ,
607,株式会社シンワシステムズ            ,ｼﾝﾜｼｽﾃﾑｽ,641-0022,和歌山市和歌浦南3-2-20,073-481-5373   ,073-444-0466   ,31,,10,1,2,シンワ技研　,               ,
608,エイシン設備工業株式会社            ,ｴｲｼﾝｾﾂﾋﾞ,546-0022,大阪府大阪市東住吉区住道矢田6-8-6,06-7891-3411   ,06-7891-3421   ,20,,15,1,2,　　　　　　,               ,
609,株式会社　広域有田                  ,ｺｳｲｷｱﾘﾀﾞ,643-0813,有田郡有田川町西丹生図401,               ,               ,20,,10,1,2,　　　　　　,               ,
610,株式会社　グラシアス                ,ｸﾞﾗｼｱｽ  ,        ,大阪市中央区道頓堀２丁目5-17,               ,               ,31,,10,1,2,　　　　　　,               ,
611,株式会社浅井良工務店                ,ｱｻｲﾘｮｳ  ,640-8287,和歌山市築港3丁目29-4,073-431-3429   ,073-431-8660   ,15,,15,2,2,　　　　　　,               ,
612,　　増田                            ,ﾏｽﾀﾞｻﾏ  ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
613,ハウジング・テック株式会社          ,ﾊｳｼﾞﾝｸﾞﾃ,591-8022,大阪府堺市北区金岡町896番地の1,072-252-1136   ,072-252-1137   ,20,,0,1,2,　　　　　　,               ,
614,株式会社クリーン工房 _大阪支店,ｸﾘｰﾝｺｳﾎﾞ,530-0005,大阪府大阪市北区中之島2丁目2番2号_大阪中之島ビル8階,06-6223-5450   ,06-6223-5454   ,31,,31,1,2,　　　　　　,               ,
615,株式会社紀山                        ,ｷﾔﾏ     ,649-6426,和歌山県紀の川市下井阪308-1,               ,               ,0,,0,1,2,　　　　　　,               ,
616,メディカルメイト株式会社            ,ﾒﾃﾞｨｶﾙﾒｲ,542-0012,大阪市中央区谷町9-4-17,06-6764-7710   ,06-6761-3388   ,31,,31,1,2,　　　　　　,               ,
617,オーハシ消防設備                    ,ｵｵﾊｼｼｮｳﾎ,640-0345,和歌山県和歌山市桑山58-38,073-479-3637   ,073-479-3637   ,31,,0,1,2,　　　　　　,               ,
618,株式会社殿村機械工具店              ,ﾄﾉﾑﾗｷｶｲ ,640-8327,和歌山県和歌山市橋向丁8,073-423-8356   ,073-426-1355   ,31,,10,,2,　　　　　　,               ,
619,株式会社ハタノ設備                  ,ﾊﾀﾉｾﾂﾋﾞ ,640-8315,和歌山県和歌山市津秦229,073-476-0320   ,073-476-0325   ,20,,0,1,2,　　　　　　,               ,
620,上野山管工株式会社                  ,ｳｴﾉﾔﾏｶﾝｺ,642-0034,海南市藤白　471-6,073-483-3626   ,               ,20,,0,1,2,　　　　　　,               ,
621,株式会社上忠                        ,ｳｴﾁｭｳ   ,640-8124,和歌山県和歌山市雄松町3丁目39,               ,               ,20,,10,1,2,　　　　　　,               ,
622,株式会社奥村電気設備                ,ｵｸﾑﾗﾃﾞﾝｷ,607-8422,京都府京都市山科区御陵封ジ山町1-84,075-502-8141   ,075-502-3318   ,31,,0,1,2,　　　　　　,               ,
623,株式会社メディアサポート            ,ﾒﾃﾞｨｱｻﾎﾟ,560-0032,大阪府豊中市蛍池東町4丁目3番15号　2階,06-4867-4990   ,06-4867-4991   ,31,,0,1,2,　　　　　　,               ,
624,株式会社アックスプラニング          ,ｱｯｸｽ    ,557-0012,大阪市西成区聖天下2丁目10-3,06-6655-4545   ,06-6655-4566   ,31,,31,1,2,福永社長　　,090-2596-1128  ,
625,株式会社コーセイテック              ,ｺｰｾｲﾃｯｸ ,641-0006,和歌山市中島416-68,073-473-3134   ,073-473-3084   ,20,,31,1,2,　　　　　　,               ,
626,株式会社オフィスエイト              ,ｵﾌｨｽｴｲﾄ ,533-0014,大阪府大阪市東淀川区豊新4丁目19-30,               ,               ,31,,31,1,2,見市さん紹介,               ,
627,冨岡　弘幸                          ,ﾄﾐｵｶ    ,640-0112,和歌山市西庄190-20,               ,               ,0,,0,1,1,　　　　　　,               ,
628,興紀消防メンテナンス                ,ｺｳｷ     ,640-0331,和歌山県和歌山市吉原1284-1,073-479-9097   ,073-499-5597   ,31,,31,1,2,前田さん　　,               ,
629,医療法人　準心会 道浦クリニック _　道浦クリニック,ﾐﾁｳﾗ    ,640-8315,_和歌山市津秦113-5,073-472-7377   ,               ,31,,0,1,2,　　　　　　,               ,
630,株式会社山翔建設                    ,ﾔﾏｼｮｳｹﾝｾ,640-8303,和歌山県和歌山市鳴神968番地の5,073-475-2695   ,073-475-2692   ,20,,10,1,2,　　　　　　,               ,
631,有限会社明治冷機工業所              ,ﾒｲｼﾞﾚｲｷ ,640-8125,和歌山市島崎町1丁目19,073-424-6405   ,073-433-6207   ,20,,0,1,2,前田　　　　,090-5152-6957  ,
632,ハナノマンション                    ,ﾊﾅﾉﾏﾝｼｮﾝ,640-8412,和歌山市狐島389,               ,               ,20,,5,2,2,　　　　　　,               ,
633,Ｔ・Ｙ設備                          ,ﾃｨｰﾜｲｾﾂﾋ,640-1121,和歌山県海草郡紀美野町下佐々250-1,073-489-5666   ,073-489-6018   ,31,,0,1,2,雪野様　　　,090-2590-4881  ,
634,1stSERVICE株式会社                  ,ﾌｧｰｽﾄｻｰﾋ,939-8031,富山県富山市東流杉160-1,               ,               ,15,20,20,1,2,本社　　　　,               ,
635,和歌山市防火管理者連絡協議会 _　東支部,ﾜｶﾔﾏﾎﾞｳｶ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
636,武田                                ,ﾀｹﾀﾞ    ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
637,生活協同組合　コープこうべ          ,ｺｰﾌﾟｺｳﾍﾞ,658-8555,兵庫県神戸市東灘区住吉本町1丁目3番9号,078-856-1190   ,078-856-1238   ,15,,10,1,2,　　　　　　,               ,
638,丸福屋                              ,ﾏﾙﾌｸﾔ   ,649-6258,岩出市山594-1,0736-61-1185   ,07336-63-5833  ,20,,0,1,2,店長　　　　,090-4645-3050  ,
639,公立大学法人和歌山県立医科大学 _　理事長　殿,ｲﾀﾞｲ    ,641-8509,和歌山市紀三井寺811-1,073-447-2300   ,               ,31,,31,1,2,　　　　　　,               ,
640,太田ビル                            ,ｵｵﾀﾋﾞﾙ  ,6408323,和歌山市太田1丁目13-10　太田ビル２階,073-473-0010   ,               ,25,,0,1,2,自宅　　　　,073-471-0470   ,
641,株式会社熊田工業                    ,ｸﾏﾀｺｳｷﾞｮ,641-0055,和歌山市和歌川町5-12,073-444-8518   ,073-444-3059   ,31,,0,1,2,技術管理課長,               ,
642,有限会社オーネット防災設備          ,ｵｰﾈｯﾄ   ,536-0023,大阪府大阪市城東区東中浜9-10-20,06-6167-2119   ,06-6167-3119   ,0,,0,1,2,　　　　　　,               ,
643,鶴野　潤                            ,ﾂﾙﾉｼﾞｭﾝｻ,596-0046,岸和田市藤井町3丁目8-20,090-2284-6459  ,               ,0,,0,1,1,　　　　　　,               ,
644,社会福祉法人こうま会 _　こうま保育園,ｺｳﾏﾎｲｸｴﾝ,        ,,               ,               ,31,,0,1,2,伊勢設計　　,               ,
645,オレンジホーム                      ,ｵﾓﾄｴﾝｵﾚﾝ,643-0151,和歌山県有田郡有田川町長谷川321-1,               ,               ,20,,0,1,2,おもと園　　,               ,
646,株式会社スターボシステム            ,ｽﾀｰﾎﾞｼｽﾃ,        ,,               ,               ,31,,0,1,2,エピカリス　,               ,
650,沢越電気                            ,ｻﾜｺﾞｼ   ,644-0044,_和歌山県日高郡美浜町和田1404-4,0738-23-4960   ,0738-23-3728   ,31,,31,1,2,沢越　登　　,               ,
651,有限会社　ツーバイホーム            ,ﾂｰﾊﾞｲﾎｰﾑ,640-8319,和歌山市手平４丁目６番７０号,               ,               ,31,,0,1,2,伊藤　　　　,               ,
652,小川電機株式会社　貝塚営業所        ,ｵｶﾞﾜｶｲﾂﾞ,597-0051,大阪府貝塚市王子1014-1,072-432-0607   ,072-422-3581   ,15,20,15,1,2,　　　　　　,               ,129
653,株式会社　たけでん _有田営業所,ｱﾘﾀﾞﾀｹﾃﾞ,649-0311,和歌山県有田市辻堂836-2,               ,               ,31,,0,1,2,　　　　　　,               ,
654,株式会社関西ファシリティーズ        ,ｶﾝｻｲﾌｧｼﾘ,555-0033,大阪市西淀川区姫島5丁目15-23,06-6472-5130   ,06-6472-5118   ,31,,0,1,2,　　　　　　,               ,
655,長山接骨院                          ,ﾅｶﾞﾔﾏ   ,640-0416,和歌山県紀の川市貴志川町長山277-31,0736-64-3321   ,0736-64-3321   ,20,,20,1,2,　　　　　　,               ,
656,株式会社吉永建設                    ,ﾖｼﾅｶﾞｹﾝｾ,640-8305,和歌山市栗栖23番3,073-472-6533   ,073-472-6667   ,25,,10,1,2,　　　　　　,               ,
657,株式会社プラス                      ,ﾌﾟﾗｽ    ,646-0026,和歌山県田辺市宝来町17番12,0739-25-4570   ,0739-24-2851   ,31,,31,1,2,　　　　　　,               ,
658,株式会社良和商行                    ,ﾘｮｳﾜｼｮｳｺ,647-0002,和歌山県新宮市船町3丁目4番地3,0735-22-5121   ,0735-22-0861   ,31,,0,1,2,　　　　　　,               ,
660,和歌山市立西和佐小学校              ,ﾆｼﾜｻｼｮｳｶ,640-8305,和歌山市栗栖84-1,043-471-3644   ,073-473-4348   ,31,,31,1,2,　　　　　　,               ,
661,三洋建設株式会社                    ,ｻﾝﾖｳｹﾝｾﾂ,643-0031,和歌山県有田郡有田川町野田511番地2,0737-52-6088   ,0737-52-6368   ,20,,31,1,2,　　　　　　,               ,
662,株式会社アリガ                      ,ｱﾘｶﾞ    ,577-0067,大阪府東大阪市高井田西5-2-20,06-6788-1101   ,06-6788-9931   ,31,,15,1,2,　　　　　　,               ,
663,アバローム紀の国                    ,ｱﾊﾞﾛｰﾑ  ,640-8262,和歌山県和歌山市湊通丁北2-1-2,               ,               ,20,,0,1,2,　　　　　　,               ,
664,株式会社 まえだ住宅設備             ,ﾏｴﾀﾞｼﾞｭｳ,648-0086,和歌山県橋本市神野々1145-1,0736-33-0683   ,               ,20,,20,1,2,　　　　　　,               ,
665,株式会社モデナ                      ,ﾓﾃﾞﾅ    ,640-8287,和歌山県和歌山市築港6丁目9-3,               ,               ,31,,31,1,2,　　　　　　,               ,
667,株式会社 川嶋工業                   ,ｶﾜｼﾏ    ,649-6258,和歌山県岩出市山816-19,0736-62-3017   ,0736-62-3018   ,20,,20,2,2,　　　　　　,               ,
668,ルミエール　デイサービスセンター    ,ﾙﾐｴｰﾙ   ,640-8462,和歌山市粟128番6,073-499-8550   ,073-499-8560   ,20,,0,1,2,　　　　　　,               ,
670,三代目やぐら和歌山　中華そば        ,ﾔｸﾞﾗ    ,640-8305,和歌山県和歌山市栗栖824,               ,               ,31,,0,1,2,　　　　　　,               ,
671,　　　西                            ,ﾆｼｻﾏ    ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
672,神鋼環境メンテナンス株式会社        ,ｼﾝｺｳ    ,651-0086,兵庫県神戸市中央区磯上通2丁目2番21号,078-261-7940   ,078-261-7949   ,20,,0,1,2,　　　　　　,               ,
673,有限会社ハザマエンジニアリング      ,ﾊｻﾞﾏｴﾝｼﾞ,640-8306,和歌山市出島104-3,               ,               ,31,,0,1,2,　　　　　　,               ,
674,株式会社ウエブリーディング          ,ｳｴﾌﾞ    ,639-2142,奈良県葛城市北道穂246-1,0745-69-8670   ,0745-69-8667   ,31,,31,1,2,　　　　　　,               ,
677,株式会社新田窓業                    ,ﾆｯﾀｿｳｷﾞｮ,644-0044,和歌山県日高郡美浜町和田2102-1,0738-22-8798   ,0738-23-2626   ,20,,31,1,2,　　　　　　,               ,
678,日章電設                            ,ﾆｯｼｮｳ   ,649-1121,和歌山県日高郡由良町大字吹井729,0738-65-0768   ,               ,31,,31,1,2,　　　　　　,               ,
679,高田産業株式会社                    ,ﾀｶﾀﾞ    ,640-1173,和歌山県海南市椋木89,073-487-1955   ,073-487-4544   ,31,,31,1,2,　　　　　　,               ,
681,法テラス和歌山                      ,ﾎｳﾃﾗｽ   ,640-8152,和歌山市十番丁15番地_市川ビル２階,               ,               ,31,,31,1,2,　　　　　　,               ,
682,矢幡電機                            ,ﾔﾊﾀ     ,581-0866,大阪府八尾市東山本新町8-1-17,               ,               ,20,,5,1,2,　　　　　　,               ,
683,花水木                              ,ﾊﾅﾐｽﾞｷ  ,640-8144,和歌山県和歌山市四番丁1,073-499-8882   ,               ,20,,20,1,2,　　　　　　,               ,
684,株式会社　伊勢屋                    ,ｲｾﾔ     ,640-8303,和歌山市鳴神344-1,               ,               ,20,,10,1,2,　　　　　　,               ,
685,熊野プライム協同組合                ,ｸﾏﾉﾌﾟﾗｲﾑ,        ,,               ,               ,20,,10,1,2,　　　　　　,               ,
686,株式会社　宮源 _和歌山営業所,ﾐﾔｹﾞﾝ   ,640-8403,和歌山県和歌山市北島332番地,073-455-1711   ,073-455-1211   ,20,,20,1,2,　　　　　　,               ,
688,株式会社　日紀建設                  ,ﾆｯｷｹﾝｾﾂ ,649-6314,和歌山県和歌山市島94番地の2,073-462-1321   ,073-462-0757   ,31,5,28,1,2,　　　　　　,               ,
689,和歌山県立和歌山北高等学校          ,ﾜｷﾀｺｳ   ,640-8464,和歌山県和歌山市市小路388,073-455-3528   ,073-455-5943   ,31,,31,1,2,　　　　　　,               ,
690,有限会社 石井土木                   ,ｲｼｲﾄﾞﾎﾞｸ,641-0036,和歌山県和歌山市西浜1331,073-444-4367   ,073-448-0143   ,25,,31,1,2,　　　　　　,               ,
692,医療法人三光会　クリニック三木      ,ﾐｷｸﾘﾆｯｸ ,640-8462,和歌山県和歌山市粟250－3,073-453-2080   ,073-488-7127   ,20,,1,1,2,　　　　　　,               ,
693,Ｔａｋｕ　Ｐｌａｎｎｉｎｇ          ,ﾀｸﾏ     ,567-0868,大阪府茨木市沢良宜西2丁目5-5,072-633-0390   ,               ,30,,20,1,2,　　　　　　,               ,
694,株式会社　ヤスダ空調                ,ﾔｽﾀﾞ    ,644-0031,和歌山県御坊市野口972-6,0738-24-3795   ,738-24-1075    ,20,,20,1,2,原　幸弘　　,090-1445-2682  ,
695,社会福祉法人くじら福祉会 _くじら共同作業所,ｸｼﾞﾗ    ,640-8482,和歌山県和歌山市六十谷490-5,073-461-9437   ,073-461-9463   ,20,,20,1,2,　　　　　　,               ,
696,株式会社　シマダ                    ,ｼﾏﾀﾞ    ,535-0003,大阪府大阪市旭区中宮5-4-30,06-6951-4196   ,06-6951-0481   ,31,,31,1,2,伊藤　　　　,               ,
697,有料老人ホーム　かしの木苑          ,ｶｼﾉｷｴﾝ  ,649-6338,和歌山県和歌山市府中114,               ,               ,31,,0,1,2,　　　　　　,               ,
698,有田鉄道株式会社                    ,ｱﾘﾀﾞﾃﾂﾄﾞ,643-0801,和歌山県有田郡有田川町徳田178番地,               ,               ,31,,0,1,2,林部長　　　,               ,
699,センゴクベンダー株式会社            ,ｾﾝｺﾞｸ   ,640-8306,和歌山市出島408番地の1,               ,               ,20,,31,1,2,　　　　　　,               ,
701,　下田　健斗                        ,ｼﾓﾀﾞ    ,640-8316,和歌山市有家字寺田261-5,               ,               ,31,,0,1,1,　　　　　　,               ,
702,株式会社　エコ関西                  ,ｴｺｶﾝｻｲ  ,530-0047,大阪府大阪市西天満5丁目2番18号,06-6361-4840   ,06-6361-4841   ,31,,31,1,2,重木係長　　,080-1402-2604  ,
704,株式会社岸化学　　和歌山支店        ,ｷｼｶｶﾞｸ  ,641-0036,和歌山県和歌山市西浜1660-396,073-426-3559   ,073-435-0501   ,31,5,0,1,2,妹尾　　　　,090-3671-9287  ,
705,株式会社　春台設備                  ,ｼｭﾝﾀﾞｲ  ,596-0034,大阪府岸和田市春木本町5番20号,072-433-2008   ,072-447-6949   ,31,,0,1,2,代表　村上　,080-5343-1324  ,
706,和歌山県スポーツ振興財団 _河西緩衝緑地管理事務所,ｽﾎﾟｰﾂ   ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
707,社会福祉法人　おもと園              ,ｵﾓﾄｴﾝ   ,643-0151,和歌山県有田郡有田川町長谷川321-1,0737-32-2370   ,0737-32-3465   ,20,,0,1,2,　　　　　　,               ,
709,寺岡電気                            ,ﾃﾗｵｶ    ,641-0054,和歌山市塩屋1-3-32,               ,               ,31,,0,1,2,　　　　　　,               ,
710,株式会社　日本テクノ                ,ﾆﾎﾝﾃｸﾉ  ,640-0332,和歌山市冬野1359-7,073-479-5188   ,073-479-5178   ,20,,10,1,2,　　　　　　,               ,
711,谷本                                ,ﾀﾆﾓﾄ    ,        ,,               ,               ,20,,0,1,1,　　　　　　,               ,
712,住宅福祉総合ケアセンター _地域密着型複合施設　あがら花ま,ｱｶﾞﾗﾊﾅﾏﾙ,649-1341,和歌山県御坊市藤田町藤井2118番地の6,0738-24-0503   ,0738-23-5845   ,20,,20,1,2,　　　　　　,               ,
714,西桜順子司法書士事務所              ,ﾆｼｻﾞｸﾗ  ,640-8152,和歌山市十番丁56_朝日プラザ十番丁5階,073-436-7089   ,               ,20,,0,1,2,　　　　　　,               ,
715,　　塚田                            ,ﾂｶﾀﾞ    ,663-8245,兵庫県西宮市津門呉羽町2-9_塚田マンション　４階,0798-32-1239   ,               ,20,,0,1,1,　　　　　　,               ,
716,医療法人聖心会　堀病院              ,ﾎﾘﾋﾞｮｳｲﾝ,590-0533,大阪府泉南市中小路2丁目1860,072-482-1771   ,               ,20,,0,1,2,　　　　　　,               ,
717,塚田　典子                          ,ﾂｶﾀﾞﾉﾘｺ ,663-8245,兵庫県西宮市津門呉羽町2_タイクーンビル,               ,               ,20,,0,1,1,　　　　　　,               ,
718,　　清水　義弘                      ,ｼﾐｽﾞ    ,640-8304,和歌山市松島105番地3,073-473-1381   ,               ,31,,0,1,1,　　　　　　,               ,
719,　　　　的場                        ,ﾏﾄﾊﾞ    ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
720,ＫＩＲＡＲＩ不動産情報企画室        ,ｷﾗﾘ     ,640-8401,和歌山市福島216-1,073-418-6888   ,073-418-6888   ,20,,0,1,2,佐古社長　　,090-7880-6301  ,
721,三菱電機エンジニアリング株式会社    ,ﾐﾂﾋﾞｼｴﾝｼ,640-8686,和歌山市手平6-5-66,073-436-2134   ,               ,20,,0,1,2,　　　　　　,               ,
722,　　田中                            ,ﾀﾅｶ     ,640-8396,和歌山市畑屋敷西ノ丁68-1_坂本ビル　2階　ノッキー,               ,               ,20,,0,1,1,　　　　　　,               ,
725,関西電化                            ,ｶﾝｻｲﾃﾞﾝｶ,640-8401,和歌山県和歌山市福島130-21,073-460-4389   ,073-460-4389   ,20,,0,1,2,亀井　　　　,090-5465-8948  ,
726,日鉄住金警備防災株式会社 _和歌山支社,ﾆｯﾃﾂｽﾐｷﾝ,640-8404,和歌山市湊1850番地,073-451-1177   ,               ,31,,0,1,2,　　　　　　,               ,
727,　　平井　春江                      ,ﾋﾗｲｻﾏ   ,662-0881,兵庫県西宮市上ヶ原７番丁1-48,               ,               ,31,,0,1,1,会計　平井　,090-5155-1630  ,
728,平井電気                            ,ﾋﾗｲﾃﾞﾝｷ ,599-8233,大阪府堺市中区大野芝町49-11,072-235-5002   ,072-235-5002   ,31,,0,1,2,平井信治様　,               ,
729,ＡＬＳＯＫファシリティーズ株式会社 _　関西支社,ｱﾙｿｯｸﾋﾞﾙ,530-0003,大阪府大阪市北区堂島1-5-17_堂島グランドビル9階,06-4799-3821   ,06-6451-6608   ,31,,0,1,2,松田　　　　,               ,
731,和歌山市立加太幼稚園                ,ｶﾀﾞﾖｳﾁｴﾝ,640-0103,和歌山市加太1310,073-459-0356   ,               ,20,,0,1,2,　　　　　　,               ,
732,医療法人やすだ 堀口記念病院         ,ﾎﾘｸﾞﾁｷﾈﾝ,640-8222,和歌山市湊本町三丁目4番地1,               ,               ,31,,31,1,2,関谷さん　　,               ,
733,キヤノンシステム＆サポート株式会社 _　和歌山営業所,ｷﾔﾉﾝ    ,640-8341,和歌山県和歌山市黒田174-3,073-475-6101   ,073-475-6119   ,31,,0,1,2,　　　　　　,               ,
734,株式会社 山豊産業                   ,ﾔﾏﾄﾖ    ,640-8319,和歌山市手平1丁目5番7号,073-433-0080   ,073-426-2566   ,31,,0,1,2,山西ＳＢ　　,080-4483-7881  ,
736,社会福祉法人 聖アンナ福祉会         ,ｾｲｱﾝﾅ   ,640-0412,和歌山県紀の川市貴志川町上野山302-1,               ,               ,20,,0,1,2,　　　　　　,               ,
737,株式会社ラピスネット                ,ﾗﾋﾟｽ    ,658-0033,兵庫県神戸市東灘区向洋町西3丁目1番10号,               ,               ,31,,0,1,2,森本　様　　,               ,
738,小林電建株式会社                    ,ｺﾊﾞﾔｼﾃﾞﾝ,642-0002,和歌山県海南市日方1289-66,073-482-2468   ,               ,20,,0,1,2,　　　　　　,               ,
739,株式会社　原庄組                    ,ﾊﾗｼｮｳｸﾞﾐ,640-8444,和歌山県和歌山市次郎丸30番地,073-488-5757   ,073-488-5756   ,31,,10,1,2,　　　　　　,               ,
740,藤田                                ,ﾌｼﾞﾀ    ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
741,財団法人和歌山建築住宅防災センター  ,ﾎﾞｳｻｲｾﾝﾀ,640-8045,和歌山市卜半町38番地　建築士会館２F,               ,               ,31,,0,1,2,　　　　　　,               ,
743,秋月マンション                      ,ｱｷﾂﾞｷﾏﾝｼ,        ,,               ,               ,31,,0,2,2,　　　　　　,               ,
744,株式会社キグミ                      ,ｷｸﾞﾐ    ,544-0005,大阪府大阪市生野区中川6丁目13-16,06-6755-0222   ,               ,31,,0,1,2,　　　　　　,               ,
745,フジタ工務店                        ,ﾌｼﾞﾀｺｳﾑ ,640-8422,和歌山市松江東2丁目1-76,073-497-8863   ,073-497-8826   ,20,,0,1,2,　　　　　　,               ,
746,　　南方                            ,ﾐﾅｶﾀ    ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
747,オアシス不動産株式会社              ,ｵｱｼｽ    ,556-0022,大阪市浪速区桜川4丁目3番22号,               ,               ,31,,31,1,2,ドゥオペレ　,               ,
748,オンエアー大阪                      ,ｵﾝｴｱｰ   ,564-0051,大阪府吹田市豊津町26-15-103,090-9716-9788  ,06-6387-0653   ,20,,0,1,2,古村研二　　,               ,
749,有限会社エム建設                    ,ｴﾑｹﾝｾﾂ  ,640-0401,和歌山県紀の川市貴志川町丸栖759-105,0736-64-8600   ,               ,20,,20,,2,　　　　　　,               ,
750,　　　前田                          ,ﾏｴﾀﾞ    ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
751,岡野消防設備株式会社                ,ｵｶﾉｼｮｳﾎﾞ,543-0021,大阪市天王寺区東高津町11-7_上本町グランディムビル1001,06-6767-0123   ,06-6767-0122   ,31,,15,1,2,岡野浩充　　,               ,
752,吉栄観光株式会社                    ,ｷﾁｴｲｶﾝｺｳ,        ,,               ,               ,31,,31,1,2,　　　　　　,               ,
753,柏木　淳哉                          ,ｶｼﾜｷﾞｼﾞｭ,640-0304,和歌山市平尾117-1,               ,               ,20,,0,1,1,柏木様　　　,9089326845,
754,西城商事                            ,ｻｲｼﾞｮｳ  ,640-8286,和歌山市湊御殿2丁目5-23,073-431-3014   ,               ,31,,31,1,2,　　　　　　,               ,
755,有限会社大谷不動産                  ,ｵｵﾀﾆﾌﾄﾞｳ,640-8113,和歌山市広瀬通丁2丁目31,               ,               ,31,,0,1,2,　　　　　　,               ,
756,有限会社銀徳                        ,ｷﾞﾝﾄｸ   ,649-6202,和歌山県岩出市根来92,0736-62-0277   ,0736-63-5522   ,20,,0,1,2,　　　　　　,               ,
757,株式会社阪和総合防災                ,ﾊﾝﾜﾎﾞｳｻｲ,640-8135,和歌山県和歌山市鷹匠町二丁目58,073-436-9137   ,               ,31,,31,1,2,　　　　　　,               ,
758,株式会社阪口設備工業                ,ｻｶｸﾞﾁｾﾂﾋ,592-8334,大阪府堺市西区浜寺石津町中2丁目1番32号,072-241-6698   ,072-241-6616   ,20,,0,1,2,　　　　　　,               ,
760,和歌山県立自然博物館                ,ｼｾﾞﾝﾊｸﾌﾞ,642-0001,和歌山県海南市船尾370番地の1,073-483-1777   ,073-483-2721   ,31,,0,1,2,　　　　　　,               ,
761,　林マンション                      ,ﾊﾔｼﾏﾝｼｮﾝ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
762,加太　海月                          ,ｶｲｹﾞﾂ   ,640-0103,和歌山市加太1905,073-459-0015   ,073-459-0450   ,31,,31,1,2,　　　　　　,               ,
763,株式会社ＭＡＲＵＥＩ                ,ﾏﾙｴｲ    ,640-8305,和歌山市栗栖273-11,0736-63-2272   ,0736-63-2272   ,20,,0,1,2,　　　　　　,               ,
764,大和ハウスリフォーム株式会社        ,ﾀﾞｲﾜﾘﾌｫｰ,530-8241,大阪府大阪市北区梅田3丁目3番5号,06-6342-4410   ,06-6342-1838   ,31,,31,1,2,　　　　　　,               ,
767,奥出電気                            ,ｵｸﾃﾞﾃﾞﾝｷ,649-6222,和歌山県岩出市岡田1008番地8,0736-67-6371   ,0736-67-6372   ,20,,0,1,2,　　　　　　,               ,
768,ケアガーデンズデイサービスセンター  ,ｹｱｶﾞｰﾃﾞﾝ,648-0086,和歌山県橋本市神野々1028,               ,               ,31,,0,1,2,　　　　　　,               ,
769,霊法会和歌山講堂                    ,ﾚｲﾎｳｶｲﾜｶ,641-0015,和歌山市布引782-7,               ,               ,31,,0,1,2,　　　　　　,               ,
770,株式会社クロスキンキ _　カーライフサポート,ｸﾛｽｷﾝｷ  ,570-0041,大阪府守口市東郷通3-12-6,               ,               ,31,,0,1,2,　　　　　　,               ,
771,　　坂上　哲也                      ,ｻｶｶﾞﾐﾃﾂ ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
772,ホテル　パスティ                    ,ﾊﾟｽﾃｨ   ,640-8343,和歌山市吉田518,               ,               ,31,,31,2,2,　　　　　　,               ,
773,アパマンショップ _　春木駅前店,ｱﾊﾟﾏﾝﾊﾙｷ,596-0006,大阪府岸和田市春木若松町7-30,               ,               ,20,,0,1,2,　　　　　　,               ,
774,藤木　城                            ,ﾌｼﾞｷｼﾞｮｳ,596-0077,大阪府岸和田市上町41-10,               ,               ,31,,0,1,1,　　　　　　,               ,
775,Ｍ・Ｏ電設                          ,ｴﾑｵｰｺｳﾓﾝ,649-7131,和歌山県伊都郡かつらぎ町山崎40-7,0736-22-1296   ,0736-22-1296   ,31,,25,1,2,公門城　功　,080-2482-1684  ,
776,インテリア有紗                      ,ｲﾝﾃﾘｱﾕｻ ,537-0012,大阪府大阪市東成区大今里2丁目8-3,06-6976-9230   ,               ,31,,0,1,2,　　　　　　,               ,
777,株式会社ジェイプランニング _　コーポレーション,ｼﾞｪｲﾌﾟﾗﾝ,663-8156,兵庫県西宮市甲子園網引町9-34,0798-44-0120   ,0798-49-5507   ,20,,0,1,2,　　　　　　,               ,
