売上№,売上日,行№,品名,単位,数量,単価,金額,備考,得意先ｺｰﾄﾞ
88308,2021/2/5,1,和歌山トヨタ自動車㈱高野口店           ,　　,     ,        ,         ,                   ,419
88308,2021/2/5,2,誤報感知器取替工事(1台)                ,式　,1,15000,15000,2月5日,419
88302,2021/2/5,1,ヒダカヤ海南店                         ,　　,     ,        ,         ,                   ,437
88302,2021/2/5,2,煙感知器撤去及び復旧工事               ,式　,1,30000,30000,2/3・2/5           ,437
88305,2021/2/5,1,和歌山県立医科大学　2階　放射線科　MR室,　　,     ,        ,         ,                   ,616
88305,2021/2/5,2,感知器撤去及び復旧工事                 ,式　,1,30000,30000,1/8･2/5            ,616
88252,2021/2/5,1,羽衣の間                               ,　　,     ,        ,         ,                   ,663
88252,2021/2/5,2,誘導灯取替工事                         ,式　,1,37000,37000,2月5日,663
88197,2021/2/5,1,防火扉感知器取替修繕                   ,　　,     ,        ,         ,                   ,1069
88197,2021/2/5,2,光電式スポット型感知器３種             ,個　,1,18000,18000,                   ,1069
88313,2021/2/4,1,りんくうプレミアムアウトレット         ,　　,     ,        ,         ,                   ,15
88313,2021/2/4,2,6220区画　消防設備工事                 ,式　,1,321000,321000,1/27･2/3･2/4       ,15
88192,2021/2/4,1,注番：6B246                            ,　　,     ,        ,         ,                   ,71
88192,2021/2/4,2,納品                                   ,　　,     ,        ,         ,                   ,71
88192,2021/2/4,3,BV429211　差動式スポット型感知器2種    ,台　,1,1155,1155,1月18日,71
88190,2021/2/4,1,(仮称)大阪市浪速区大国２丁目プロジェクト,　　,     ,        ,         ,                   ,131
88190,2021/2/4,2,誘導灯届出作成及び提出                 ,式　,1,45000,45000,2月4日,131
88323,2021/2/4,1,納品                                   ,　　,     ,        ,         ,                   ,616
88323,2021/2/4,2,ﾋﾞﾆｰﾙﾌﾟﾚｰﾄ(穴なし)ｶｸﾀﾞｲ                ,個　,10,200,2000,2月4日,616
88251,2021/2/4,1,きらり様                               ,　　,     ,        ,         ,                   ,781
88251,2021/2/4,2,照明器具取替工事                       ,式　,1,32000,32000,2月4日,781
88189,2021/2/3,1,ハードヒッター様                       ,　　,     ,        ,         ,                   ,1073
88189,2021/2/3,2,換気扇取替工事                         ,　　,     ,        ,         ,                   ,1073
88189,2021/2/3,3,VD-20ZH12　換気扇                      ,台　,1,15000,15000,                   ,1073
88189,2021/2/3,4,同上付属品                             ,式　,1,5000,5000,                   ,1073
88189,2021/2/3,5,取付費                                 ,式　,1,35000,35000,                   ,1073
88189,2021/2/3,6,天井開口費                             ,式　,1,5000,5000,                   ,1073
88189,2021/2/3,7,雑材費                                 ,式　,1,10000,10000,                   ,1073
88189,2021/2/3,8,諸経費                                 ,式　,1,7000,7000,                   ,1073
88253,2021/2/2,1,10階　110号室(PC室)                    ,　　,     ,        ,         ,                   ,663
88253,2021/2/2,2,誤報感知器取替工事                     ,式　,1,20000,20000,2月2日,663
88179,2021/1/31,1,佐山邸　エコキュート取替工事分         ,式　,1,20000,20000,追加               ,764
88152,2021/1/31,1,納品                                   ,　　,     ,        ,         ,                   ,1009
88152,2021/1/31,2,防爆型差込ソケット(岩崎電気製)         ,個　,2,13700,27400,                   ,1009
88152,2021/1/31,3,防爆型差込ソケット(星和電気製)         ,個　,1,29600,29600,                   ,1009
88137,2021/1/30,1,Ｄ－ｒｏｏｍ花みずき 202/203/205/103/105,　　,     ,        ,         ,                   ,396
88137,2021/1/30,2,住宅用火災警報器交換工事               ,式　,1,60000,60000,                   ,396
88160,2021/1/30,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,729
88160,2021/1/30,2,ステージ金池（総合点検）               ,式　,1,50000,50000,1/16・1/17         ,729
88262,2021/1/30,1,マイルドディアスきし                   ,　　,     ,        ,         ,                   ,1074
88262,2021/1/30,2,消火器処分費                           ,本　,5,800,4000,1月23日,1074
88262,2021/1/30,3,はしご処分費                           ,台　,3,2500,7500,〃                 ,1074
88262,2021/1/30,4,203号室　住宅用警報器取替              ,式　,1,3500,3500,1月30日,1074
88208,2021/1/29,1,グリーンフルうちた　１０１号室         ,　　,     ,        ,         ,                   ,45
88208,2021/1/29,2,住警器(取付費込)                       ,台　,1,3000,3000,1月29日,45
88187,2021/1/29,1,ディアス藤本Ⅱ                         ,　　,     ,        ,         ,                   ,112
88187,2021/1/29,2,消火器取替                             ,式　,1,22000,22000,1月29日,112
88317,2021/1/29,1,株式会社アイセン様　本社               ,　　,     ,        ,         ,                   ,199
88317,2021/1/29,2,受水槽ボールタップ取替                 ,　　,     ,        ,         ,                   ,199
88317,2021/1/29,3,複式ボールタップ　25m/m                ,台　,1,9600,9600,1月29日,199
88317,2021/1/29,4,取替工事費                             ,式　,1,12000,12000,〃                 ,199
88177,2021/1/29,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,207
88177,2021/1/29,2,且来八幡神社　消防設備保守点検(総合点検),式　,1,18000,18000,1月29日,207
88183,2021/1/29,1,丸石製薬                               ,　　,     ,        ,         ,                   ,326
88183,2021/1/29,2,パッケージ消火設備非常電源工事         ,　　,     ,        ,         ,                   ,326
88183,2021/1/29,3,電源箱                                 ,台　,1,80000,80000,                   ,326
88183,2021/1/29,4,配線材料費                             ,式　,1,10000,10000,                   ,326
88183,2021/1/29,5,工事費                                 ,式　,1,50000,50000,                   ,326
88183,2021/1/29,6,消耗品雑材費                           ,式　,1,10000,10000,                   ,326
88183,2021/1/29,7,                                       ,　　,     ,        ,         ,                   ,326
88183,2021/1/29,8,屋内消火栓設備移設及びポンプ入替工事   ,　　,     ,        ,         ,                   ,326
88183,2021/1/29,9,配管・配線材料費                       ,式　,1,20000,20000,                   ,326
88183,2021/1/29,10,表示灯                                 ,個　,1,2500,2500,                   ,326
88183,2021/1/29,11,LED表示灯球                            ,個　,4,1000,4000,                   ,326
88183,2021/1/29,12,工事費                                 ,式　,1,100000,100000,                   ,326
88183,2021/1/29,13,試験調整費                             ,式　,1,30000,30000,                   ,326
88183,2021/1/29,14,消耗品雑材費                           ,式　,1,20000,20000,                   ,326
88183,2021/1/29,15,諸経費                                 ,式　,1,23500,23500,                   ,326
88164,2021/1/29,1,焼鳥りょう                             ,　　,     ,        ,         ,                   ,419
88164,2021/1/29,2,実差動試験                             ,式　,1,32000,32000,                   ,419
88166,2021/1/29,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,751
88166,2021/1/29,2,123新三田店（総合点検）                ,式　,1,65000,65000,12月9日,751
88166,2021/1/29,3,〃　　（防火対象物点検）               ,式　,1,30000,30000,〃                 ,751
88166,2021/1/29,4,123三木店・立体駐車場（総合点検）      ,式　,1,65000,65000,12月10日,751
88166,2021/1/29,5,〃　　（防火対象物点検）               ,式　,1,30000,30000,〃                 ,751
88166,2021/1/29,6,123+Ｎ大阪本店（防火設備検査）         ,式　,1,179000,179000,12/14・15          ,751
88166,2021/1/29,7,スロット123松原店・立駐（総合点検）    ,式　,1,65000,65000,12月18日,751
88166,2021/1/29,8,〃　　(防火対象物点検)                 ,式　,1,40000,40000,〃                 ,751
88166,2021/1/29,9,123緑橋店（機器点検）                  ,式　,1,80000,80000,12月21日,751
88166,2021/1/29,10,特別養護老人ﾎｰﾑ第1永楽荘(防火設備検査) ,式　,1,115000,115000,〃                 ,751
88166,2021/1/29,11,永楽福祉会5物件（機器点検）            ,式　,1,160000,160000,12/21・12/22       ,751
88166,2021/1/29,12,123交野店・駐車場（機器点検）          ,式　,1,80000,80000,12月22日,751
88166,2021/1/29,13,123山鹿店（総合点検）                  ,式　,1,90000,90000,〃                 ,751
88166,2021/1/29,14,〃　　（防火対象物定期点検）           ,式　,1,35000,35000,〃                 ,751
88166,2021/1/29,15,ケアハウス永楽（防火設備検査）         ,式　,1,85000,85000,〃                 ,751
88166,2021/1/29,16,MEGAドン.キホーテ次郎丸店（機器点検）  ,式　,1,55000,55000,R3.1.7,751
88166,2021/1/29,17,大庫洋紙（機器点検）                   ,式　,1,50000,50000,1月8日,751
88166,2021/1/29,18,123和歌山インター店（総合点検）        ,式　,1,100000,100000,1月12日,751
88166,2021/1/29,19,123鶴橋店・社員寮（総合点検）          ,式　,1,160000,160000,1/14・15           ,751
88166,2021/1/29,20,〃　　（防災管理点検）                 ,式　,1,40000,40000,〃                 ,751
88166,2021/1/29,21,〃　　（防火対象物点検）               ,式　,1,40000,40000,〃                 ,751
88166,2021/1/29,22,123和泉店（総合点検）                  ,式　,1,65000,65000,1月15日,751
88166,2021/1/29,23,〃　　（防火対象物点検）               ,式　,1,30000,30000,〃                 ,751
88166,2021/1/29,24,ナンカイ工業　本社（機器点検）         ,式　,1,70000,70000,1/18・19           ,751
88166,2021/1/29,25,〃　　　貝塚工場（機器点検）           ,式　,1,80000,80000,〃                 ,751
88167,2021/1/29,1,納品                                   ,　　,     ,        ,         ,                   ,751
88167,2021/1/29,2,SH25　ボールタップ                     ,個　,1,6000,6000,1月26日,751
88167,2021/1/29,3,T081319　ピトーテスター                ,台　,1,110000,110000,1月27日,751
88167,2021/1/29,4,SB-HC37　スピーカー(ビクター製)        ,台　,1,9120,9120,1月29日,751
88170,2021/1/29,1,123笹塚店                              ,　　,     ,        ,         ,                   ,751
88170,2021/1/29,2,トイレリモコン盗難防止工事             ,式　,1,58000,58000,11/29・R3.1/11     ,751
88170,2021/1/29,3,小リモコン用留金具                     ,式　,1,2250,2250,〃                 ,751
88170,2021/1/29,4,                                       ,　　,     ,        ,         ,                   ,751
88170,2021/1/29,5,便座蓋交換工事                         ,式　,1,17000,17000,1月14日,751
88171,2021/1/29,1,123笹塚店分　納品                      ,　　,     ,        ,         ,                   ,751
88171,2021/1/29,2,トイレリモコン                         ,式　,1,52000,52000,1月11日,751
88171,2021/1/29,3,トイレ紙巻器鍵                         ,式　,1,3000,3000,1月21日,751
88184,2021/1/29,1,ＣＩＴＹ！ＷＡＫＡＹＡＭＡ             ,　　,     ,        ,         ,                   ,751
88184,2021/1/29,2,仮設及び見積作成費                     ,式　,1,125000,125000,                   ,751
88195,2021/1/29,1,123水島店                              ,　　,     ,        ,         ,                   ,751
88195,2021/1/29,2,消火設備盛替工事                       ,　　,     ,        ,         ,                   ,751
88176,2021/1/29,1,コメリパワー新宮店新築工事             ,　　,     ,        ,         ,                   ,889
88176,2021/1/29,2,契約金額\45000000の内出来高請求4回目   ,式　,1,10000000,10000000,                   ,889
88145,2021/1/28,1,イオンモール日根野店                   ,　　,     ,        ,         ,                   ,15
88145,2021/1/28,2,消防設備不備箇所改修工事               ,式　,1,558000,558000,1/27・1/28         ,15
88242,2021/1/28,1,大阪府営貴望ヶ丘住宅第１期             ,　　,     ,        ,         ,                   ,152
88242,2021/1/28,2,エレベーター棟増築工事(１～３号棟)     ,　　,     ,        ,         ,                   ,152
88242,2021/1/28,3,非常警報設備工事                       ,式　,1,393000,393000,1/28消検           ,152
88132,2021/1/28,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,396
88132,2021/1/28,2,パールリーフ高松（機器点検）           ,式　,1,5750,5750,1月19日,396
88132,2021/1/28,3,カーザエフリール（機器点検）           ,式　,1,8625,8625,〃                 ,396
88132,2021/1/28,4,Ｄ－ＲＯＯＭ花みずき（機器点検）       ,式　,1,7750,7750,〃                 ,396
88133,2021/1/28,1,Ｄ－ｒｏｏｍ花みずき　Ａ１０１号室     ,　　,     ,        ,         ,                   ,396
88133,2021/1/28,2,住宅用火災警報器交換工事               ,式　,1,12000,12000,1月23日,396
88134,2021/1/28,1,Ｄ－ｒｏｏｍ花みずき　Ａ１０２号室     ,　　,     ,        ,         ,                   ,396
88134,2021/1/28,2,住宅用火災警報器交換工事               ,式　,1,12000,12000,1月23日,396
88135,2021/1/28,1,Ｄ－ｒｏｏｍ花みずき　Ａ２０１号室     ,　　,     ,        ,         ,                   ,396
88135,2021/1/28,2,住宅用火災警報器交換工事               ,式　,1,12000,12000,1月23日,396
88161,2021/1/28,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,419
88161,2021/1/28,2,和歌山三菱自動車販売㈱和歌山本店(機器点,式　,1,48000,48000,1月26日,419
88161,2021/1/28,3,エバグリーン串本店(総合点検)           ,式　,1,24000,24000,1月28日,419
88178,2021/1/28,1,123座間店                              ,　　,     ,        ,         ,                   ,751
88178,2021/1/28,2,断線緊急対応費                         ,式　,1,29000,29000,1月28日,751
88158,2021/1/28,1,馬場邸　エコキュート取替工事           ,式　,1,60000,60000,1月28日,764
88256,2021/1/27,1,大橋様邸                               ,　　,     ,        ,         ,                   ,132
88256,2021/1/27,2,エコキュート配管漏水修理               ,式　,1,25000,25000,1月27日,132
88271,2021/1/26,1,三菱電機冷熱応用システム㈱             ,　　,     ,        ,         ,                   ,38
88271,2021/1/26,2,見積番号：336　可搬動力ポンプVC52BS修理,式　,1,80000,80000,1月26日,38
88254,2021/1/26,1,住金エアウォーター                     ,　　,     ,        ,         ,                   ,60
88254,2021/1/26,2,電磁弁取替工事                         ,式　,1,20000,20000,1月26日,60
88125,2021/1/26,1,兵庫県立ガンセンター                   ,　　,     ,        ,         ,                   ,267
88125,2021/1/26,2,GRYDP850DNE　ダイキン　出張修理費      ,式　,1,935000,935000,                   ,267
88128,2021/1/26,1,サテンサ堀久                           ,　　,     ,        ,         ,                   ,1072
88128,2021/1/26,2,受信機用バッテリー取替工事             ,式　,1,20000,20000,                   ,1072
88129,2021/1/25,1,㈱オーエバステリア                     ,　　,     ,        ,         ,                   ,438
88129,2021/1/25,2,消防設備保守点検に伴う修理             ,式　,1,138000,138000,R2.12/11・1/25     ,438
88116,2021/1/25,1,現場応援費                             ,式　,1,300000,300000,                   ,505
88116,2021/1/25,2,図面作成費                             ,式　,1,250000,250000,                   ,505
88148,2021/1/25,1,メゾンドシンフォニー様                 ,　　,     ,        ,         ,                   ,582
88148,2021/1/25,2,グリーストラップバスケット取替         ,式　,1,25000,25000,1月25日,582
88148,2021/1/25,3,自動ドア装置取替工事                   ,式　,1,352000,352000,2月12日,582
88138,2021/1/23,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,15
88138,2021/1/23,2,ＭＥＧＡドン・キホーテ紀の川（総合点検）,式　,1,82000,82000,1月7日,15
88138,2021/1/23,3,ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ和歌山関戸（機器点検）      ,式　,1,82800,82800,1月11日,15
88138,2021/1/23,4,ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ和歌山紀伊（機器点検）      ,式　,1,96000,96000,1月23日,15
88720,2021/1/23,1,マイルドディアスきし                   ,　　,     ,        ,         ,                   ,1074
88720,2021/1/23,2,消防設備保守点検（総合点検）           ,式　,1,20000,20000,1月23日,1074
88268,2021/1/22,1,白元アース                             ,　　,     ,        ,         ,                   ,38
88268,2021/1/22,2,８－Ｄ棟　感知器取替                   ,式　,1,14000,14000,1月22日,38
88268,2021/1/22,3,Ｌ３３西階段　誤報緊急対応費           ,式　,1,15000,15000,1/26・1/27         ,38
88250,2021/1/22,1,エクロールプラザ　電球交換             ,　　,     ,        ,         ,                   ,48
88250,2021/1/22,2,３階　廊下　誘導灯球３２Ｗ             ,本　,1,480,480,1月22日,48
88250,2021/1/22,3,取替費                                 ,式　,1,1000,1000,〃                 ,48
88243,2021/1/22,1,岩出第２中学校                         ,　　,     ,        ,         ,                   ,152
88243,2021/1/22,2,防火シャッター復旧                     ,式　,1,10000,10000,1月22日,152
88149,2021/1/21,1,八尾市植松町2丁目共同住宅A号地新築工事 ,　　,     ,        ,         ,                   ,141
88149,2021/1/21,2,書類作成及び立会試験                   ,式　,1,50000,50000,1月21日,141
88149,2021/1/21,3,粉末ABC消火器10型                      ,本　,3,4000,12000,〃                 ,141
88149,2021/1/21,4,消火器設置台                           ,台　,3,1000,3000,〃                 ,141
88150,2021/1/21,1,八尾市植松町2丁目共同住宅B号地新築工事 ,　　,     ,        ,         ,                   ,141
88150,2021/1/21,2,書類作成及び立会試験                   ,式　,1,50000,50000,1月21日,141
88150,2021/1/21,3,粉末ABC消火器10型                      ,本　,3,4000,12000,〃                 ,141
88150,2021/1/21,4,消火器設置台                           ,台　,3,1000,3000,〃                 ,141
88238,2021/1/21,1,飯田様邸                               ,　　,     ,        ,         ,                   ,519
88238,2021/1/21,2,消防設備工事                           ,式　,1,296000,296000,1/21消検           ,519
88156,2021/1/21,1,ぶっとく幼稚園様                       ,　　,     ,        ,         ,                   ,853
88156,2021/1/21,2,誘導灯蛍光灯及びグロー球２ヶ所取替     ,式　,1,3000,3000,1月21日,853
88084,2021/1/20,1,三菱電機　消防設備保守点検（機器点検） ,　　,     ,        ,         ,                   ,38
88084,2021/1/20,2,見積番号：312　所内消防設備保守点検    ,式　,1,1050000,1050000,R2.11/18～12/6     ,38
88084,2021/1/20,3,見積番号：333　体育館消防設備保守点検  ,式　,1,18000,18000,11月20日,38
88084,2021/1/20,4,見積番号：334　くろしお倶楽部消防設備保,式　,1,16000,16000,11月28日,38
88120,2021/1/20,1,白元アース　品質管理棟                 ,　　,     ,        ,         ,                   ,38
88120,2021/1/20,2,自動火災報知器撤去                     ,式　,1,15000,15000,                   ,38
88064,2021/1/20,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,45
88064,2021/1/20,2,グリーンフル堀井（総合点検）           ,式　,1,32820,32820,R2.1.18,45
88064,2021/1/20,3,メゾンクレセール（総合点検）           ,式　,1,40000,40000,R2.9.12,45
88064,2021/1/20,4,プチマンションまつえ（総合点検）       ,式　,1,12840,12840,R2.11.21,45
88064,2021/1/20,5,コーポパルファム（総合点検）           ,式　,1,6800,6800,R2.11.21,45
88064,2021/1/20,6,ハイツＮ川永（総合点検）               ,式　,1,11250,11250,R2.12.12,45
88118,2021/1/20,1,榎原ハイツ　２０１号室                 ,　　,     ,        ,         ,                   ,45
88118,2021/1/20,2,住警器(取付費込)                       ,台　,2,3000,6000,1月20日,45
88119,2021/1/20,1,エクロールプラザ　電球交換             ,　　,     ,        ,         ,                   ,48
88119,2021/1/20,2,1月20日,　　,     ,        ,         ,                   ,48
88119,2021/1/20,3,３階　ＥＶ前　クリプトン球             ,個　,1,450,450,                   ,48
88119,2021/1/20,4,６階　ＥＶ前　クリプトン球             ,個　,1,450,450,                   ,48
88119,2021/1/20,5,取替費                                 ,式　,1,2000,2000,                   ,48
88297,2021/1/20,1,消防設備保守点検（総合点検）           ,式　,1,30000,30000,1月20日,65
88090,2021/1/20,1,保育園(こども園)建設工事               ,　　,     ,        ,         ,                   ,152
88090,2021/1/20,2,消防設備工事出来高1回目請求            ,式　,1,1500000,1500000,                   ,152
88114,2021/1/20,1,吉岡商店様                             ,　　,     ,        ,         ,                   ,279
88114,2021/1/20,2,工場内スイッチコンセント取替工事       ,式　,1,30000,30000,1月17日,279
88062,2021/1/20,1,消防設備保守点検                       ,　　,     ,        ,         ,                   ,378
88062,2021/1/20,2,シャーメゾンオーキッド                 ,式　,1,770,770,                   ,378
88062,2021/1/20,3,メゾンクレール                         ,式　,1,495,495,                   ,378
88062,2021/1/20,4,フォーレスロ―カット                   ,式　,1,1320,1320,                   ,378
88062,2021/1/20,5,シャーメゾン府中                       ,式　,1,495,495,                   ,378
88062,2021/1/20,6,ヴィオス神前                           ,式　,1,495,495,                   ,378
88062,2021/1/20,7,ヴィオトープ                           ,式　,1,770,770,                   ,378
88062,2021/1/20,8,ジュリアード松江                       ,式　,1,770,770,                   ,378
88062,2021/1/20,9,シャーメゾンうの                       ,式　,1,495,495,                   ,378
88062,2021/1/20,10,シャーメゾン広川                       ,式　,1,495,495,                   ,378
88062,2021/1/20,11,メゾン・ルテシィアⅡ                   ,式　,1,495,495,                   ,378
88062,2021/1/20,12,シャーメゾン岩出                       ,式　,1,704,704,                   ,378
88062,2021/1/20,13,シャーメゾン黒江                       ,式　,1,495,495,                   ,378
88062,2021/1/20,14,シャーメゾン野田                       ,式　,1,737,737,                   ,378
88062,2021/1/20,15,フロントパディーⅡ                     ,式　,1,737,737,                   ,378
88062,2021/1/20,16,シャーメゾン名高                       ,式　,1,2068,2068,                   ,378
88062,2021/1/20,17,シャーメゾン尾崎                       ,式　,1,1485,1485,                   ,378
88062,2021/1/20,18,シャーメゾン有田                       ,式　,1,825,825,                   ,378
88062,2021/1/20,19,シャーメゾン中島                       ,式　,1,770,770,                   ,378
88062,2021/1/20,20,グリーンルーフ                         ,式　,1,660,660,                   ,378
88062,2021/1/20,21,グリーンルーフ                         ,式　,1,660,660,                   ,378
88062,2021/1/20,22,シャーメゾン砂山南                     ,式　,1,5907,5907,                   ,378
88062,2021/1/20,23,べレオＫ                               ,式　,1,2068,2068,                   ,378
88062,2021/1/20,24,べレオ太田                             ,式　,1,2068,2068,                   ,378
88062,2021/1/20,25,シャーメゾンｂｒｉｌｌｉａｎｔ         ,式　,1,770,770,                   ,378
88062,2021/1/20,26,べレオ新通                             ,式　,1,2068,2068,                   ,378
88062,2021/1/20,27,アメニティ太田                         ,式　,1,770,770,                   ,378
88062,2021/1/20,28,べレオ堀止西                           ,式　,1,2068,2068,                   ,378
88062,2021/1/20,29,ヴィレッジ三年坂                       ,式　,1,4136,4136,                   ,378
88062,2021/1/20,30,ベレオ西浜ハーモニーガーデン           ,式　,1,3102,3102,                   ,378
88062,2021/1/20,31,ディアス妙寺                           ,式　,1,693,693,                   ,378
88062,2021/1/20,32,グリーンルーフ妙寺                     ,式　,1,990,990,                   ,378
88062,2021/1/20,33,ベレオ園部                             ,式　,1,3102,3102,                   ,378
88062,2021/1/20,34,ガーデンハイツⅡ                       ,式　,1,770,770,                   ,378
88062,2021/1/20,35,コラール堀止                           ,式　,1,770,770,                   ,378
88062,2021/1/20,36,シャーメゾン葵                         ,式　,1,495,495,                   ,378
88062,2021/1/20,37,ベルデ堀口                             ,式　,1,2068,2068,                   ,378
88062,2021/1/20,38,シャーメゾンＷＩＬＬ                   ,式　,1,770,770,                   ,378
88062,2021/1/20,39,ＳｈａＭａｉｓｏｎ　ＮＡ               ,式　,1,770,770,                   ,378
88062,2021/1/20,40,ベレオＢｒｉｌｌｉａｎｔ               ,式　,1,1650,1650,                   ,378
88062,2021/1/20,41,ベレオ紀三井寺                         ,式　,1,1100,1100,                   ,378
88062,2021/1/20,42,ベレオけやき                           ,式　,1,4136,4136,                   ,378
88062,2021/1/20,43,シャーメゾン松江北                     ,式　,1,495,495,                   ,378
88062,2021/1/20,44,ベレオコスモ                           ,式　,1,1650,1650,                   ,378
88062,2021/1/20,45,シャーメゾンＬａＬａ                   ,式　,1,770,770,                   ,378
88062,2021/1/20,46,ベレオ小堀                             ,式　,1,4136,4136,                   ,378
88062,2021/1/20,47,ベレオ寺町通り                         ,式　,1,3102,3102,                   ,378
88062,2021/1/20,48,メゾンド・ベレオ                       ,式　,1,1650,1650,                   ,378
88062,2021/1/20,49,シャーメゾン宝亀                       ,式　,1,3454,3454,                   ,378
88062,2021/1/20,50,ベレオ小野町                           ,式　,1,2068,2068,                   ,378
88062,2021/1/20,51,シャーメゾン彩花                       ,式　,1,990,990,                   ,378
88062,2021/1/20,52,ベレオ広瀬                             ,式　,1,5907,5907,                   ,378
88062,2021/1/20,53,Ｔｏｕｒｎｅｓｏｌ                     ,式　,1,4136,4136,                   ,378
88062,2021/1/20,54,Ｍａｉｓｏｎ　ｄｅ　Ａｌｌｉｅ         ,式　,1,495,495,                   ,378
88062,2021/1/20,55,ディアス松野                           ,式　,1,1045,1045,                   ,378
88062,2021/1/20,56,プロヌーブ今福                         ,式　,1,990,990,                   ,378
88062,2021/1/20,57,ベレオ黒田ＳＯＵＴＨ                   ,式　,1,990,990,                   ,378
88062,2021/1/20,58,Ｆｅｌｉｃａ紀三井寺                   ,式　,1,770,770,                   ,378
88062,2021/1/20,59,ＢＥＲＥＯ　ＷＡＫＡＹＡＭＡ           ,式　,1,1595,1595,                   ,378
88062,2021/1/20,60,シャーメゾン茶屋ノ丁                   ,式　,1,495,495,                   ,378
88062,2021/1/20,61,ベレオくすのき                         ,式　,1,4136,4136,                   ,378
88062,2021/1/20,62,ＢＥＲＥＯ　Ｒｉａｎ                   ,式　,1,3102,3102,                   ,378
88062,2021/1/20,63,フレグランス船所                       ,式　,1,1166,1166,                   ,378
88062,2021/1/20,64,フレグランス船所Ⅱ                     ,式　,1,1320,1320,                   ,378
88062,2021/1/20,65,メゾンドソレイユ                       ,式　,1,245,245,                   ,378
88062,2021/1/20,66,シャーメゾンガーデンズ紀三井寺         ,式　,1,770,770,                   ,378
88062,2021/1/20,67,シャーメゾン幡川                       ,式　,1,990,990,                   ,378
88062,2021/1/20,68,ロイヤルヒルズ三番丁                   ,式　,1,1650,1650,                   ,378
88062,2021/1/20,69,シャーメゾン秋月の杜                   ,式　,1,770,770,                   ,378
88062,2021/1/20,70,ブランシェ堀止                         ,式　,1,495,495,                   ,378
88062,2021/1/20,71,ベレオクシモト                         ,式　,1,4092,4092,                   ,378
88062,2021/1/20,72,ベレオグルース西紺屋                   ,式　,1,1595,1595,                   ,378
88062,2021/1/20,73,プロヌーブ下津野                       ,式　,1,990,990,                   ,378
88062,2021/1/20,74,リヴェール　ヒデ                       ,式　,1,770,770,                   ,378
88062,2021/1/20,75,ディアス松島                           ,式　,1,517,517,                   ,378
88062,2021/1/20,76,タウニィ寿里                           ,式　,1,1320,1320,                   ,378
88062,2021/1/20,77,フォーブル木ノ本                       ,式　,1,1166,1166,                   ,378
88062,2021/1/20,78,ラベニュー城山                         ,式　,1,770,770,                   ,378
88062,2021/1/20,79,フレグランス吹上                       ,式　,1,495,495,                   ,378
88062,2021/1/20,80,メゾン南方                             ,式　,1,1045,1045,                   ,378
88062,2021/1/20,81,ラベニュー岩橋                         ,式　,1,1166,1166,                   ,378
88062,2021/1/20,82,タウニィ山村                           ,式　,1,770,770,                   ,378
88062,2021/1/20,83,ラベニュー谷口                         ,式　,1,1320,1320,                   ,378
88062,2021/1/20,84,タウニィ酒井                           ,式　,1,693,693,                   ,378
88062,2021/1/20,85,フレグランス畑屋敷                     ,式　,1,495,495,                   ,378
88062,2021/1/20,86,フォーブル苗代                         ,式　,1,693,693,                   ,378
88062,2021/1/20,87,フォーブル若葉                         ,式　,1,770,770,                   ,378
88062,2021/1/20,88,フォーブル松見                         ,式　,1,1320,1320,                   ,378
88062,2021/1/20,89,ラベニューコスモ                       ,式　,1,770,770,                   ,378
88062,2021/1/20,90,タウニィ紀ノ川                         ,式　,1,693,693,                   ,378
88062,2021/1/20,91,タウニィ料理松                         ,式　,1,1122,1122,                   ,378
88062,2021/1/20,92,タウニィ清水                           ,式　,1,770,770,                   ,378
88062,2021/1/20,93,タウニィ浜代                           ,式　,1,968,968,                   ,378
88062,2021/1/20,94,タウニィ浜代２                         ,式　,1,693,693,                   ,378
88062,2021/1/20,95,フォーブルさち                         ,式　,1,1397,1397,                   ,378
88062,2021/1/20,96,タウニィ美園                           ,式　,1,693,693,                   ,378
88062,2021/1/20,97,フレグランス松江                       ,式　,1,495,495,                   ,378
88062,2021/1/20,98,セキワガーデンハウス春日               ,式　,1,968,968,                   ,378
88062,2021/1/20,99,ラベニュー根来                         ,式　,1,693,693,                   ,378
88062,2021/1/20,100,シローズフレグランス                   ,式　,1,770,770,                   ,378
88062,2021/1/20,101,ドミールクルス                         ,式　,1,1320,1320,                   ,378
88062,2021/1/20,102,グリーンビレッジ２１                   ,式　,1,2145,2145,                   ,378
88062,2021/1/20,103,サニーハイツひまわり                   ,式　,1,1320,1320,                   ,378
88062,2021/1/20,104,パールハイツ有田                       ,式　,1,968,968,                   ,378
88062,2021/1/20,105,フレグランス小林                       ,式　,1,495,495,                   ,378
88062,2021/1/20,106,フレグランス延時                       ,式　,1,495,495,                   ,378
88062,2021/1/20,107,フレグランス畑毛                       ,式　,1,1320,1320,                   ,378
88062,2021/1/20,108,フレグランス藤井                       ,式　,1,770,770,                   ,378
